PERSONID	SERIAL	MOTIVE	MEANS1	CHARACTER1	OCCASION1	LOCATION1	OBJECT1	SPECIALTY1	INVADEMODE1	FLEEMODE1	TOOL1	FASHION1	TOOLSSOURCE1	COMMRULE1	ZONE1
R3622330000002008070012	1	102	3517	809	15	1705	527	42	2120	2	A1099	200	11	11	140225
R3622330000002008070013	1	120	6434	573	73	2204	557	2	2115	4	I1400	120	11	15	663200
R3622330000002008070016	1	124	5320	406	48	2228	559	40	2126	1	I1099	205	11	14	330206
R3622330000002008070025	1	108	3509	406	46	1806	567	12	2309	4	N0199	202	11	13	220801
R3622330000002008080004	1	102	5107	290	24	2383	502	80	2403	5	X0019	209	11	15	220501
R3622330000002008080024	1	120	3509	501	67	383	522	45	2406	3	F0411	209	11	16	220106
R3622330000002008080025	1	121	5207	565	61	1402	565	40	2406	3	H0799	301	11	12	623001
R3622330000002008080027	1	110	6402	558	20	1105	538	39	2205	6	B0599	190	11	15	450881
R3622330000002008090004	1	115	6202	521	52	2116	559	35	2104	5	G0199	120	11	16	411625
R3622330000002008090005	1	113	5104	561	30	599	543	9	2200	6	F0403	209	11	13	622102
R3622330000002008090006	1	105	4281	516	65	2212	512	36	2101	2	I0200	201	11	13	410108
R3622330000002008090007	1	122	4281	553	47	2407	537	50	2405	5	F0105	120	11	11	220101
R3622330000002008090009	1	108	6106	538	60	1105	504	48	2120	4	S0320	110	11	19	510521
R3622330000002008090011	1	112	2112	570	68	2382	566	3	2305	5	K1002	206	11	13	320106
R3622330000002008090014	1	120	4602	811	69	2331	519	40	2117	4	B1299	202	11	13	542528
R3622330000002008090015	1	105	5703	505	31	2200	558	46	2207	2	B0910	200	11	17	522530
R3622330000002008090016	1	120	6421	806	67	1899	566	15	2123	1	S0201	120	11	18	511681
R3622330000002008090019	1	125	2121	558	12	2200	527	11	2121	2	F0407	208	11	14	630104
R3622330000002008090022	1	108	5705	552	50	500	550	9	2405	1	L0604	200	11	16	320481
R3622330000002008090025	1	106	3240	302	41	2324	545	36	2302	4	H0100	200	11	12	340421
R3622330000002008100001	1	107	4201	564	61	2199	573	2	2104	3	E0130	205	11	14	152223
R3622330000002008110014	1	110	4490	508	62	2180	528	45	2108	6	D0299	190	11	14	410000
R3622330000002008120008	1	120	6434	807	26	2481	573	39	2205	4	D0111	203	11	15	441723
R3622330000002008120012	1	103	5114	538	22	2406	602	26	2102	5	A0802	190	11	16	370100
R3622330000002009020001	1	107	2213	401	24	2312	601	21	2122	2	C0106	205	11	14	452727
R3622330000002009020004	1	112	6501	515	50	2325	531	20	2400	2	O0104	312	11	15	610221
R3622330000002009030003	1	125	5306	556	21	799	569	45	2120	2	Q0501	205	11	18	420107
R3622330000002009040017	1	111	7390	802	31	2325	566	36	2209	3	K0703	313	11	11	210911
R3622330000002009040018	1	107	5717	300	61	2111	509	33	2118	1	E0140	200	11	14	542524
R3622330000002009040019	1	118	3303	303	23	1700	521	16	2106	4	M0199	300	11	14	610721
R3622330000002009050034	1	111	6412	513	27	2214	573	4	2302	6	A0702	120	11	18	430722
R3622330000012008020001	1	116	4113	490	43	700	563	47	2306	5	D0200	313	11	17	654202
R3622330000022008010001	1	119	5306	543	70	2382	574	36	2212	2	E0301	203	11	19	510626
R3623000000012007070001	1	102	7405	568	71	2208	542	33	2207	3	M0302	301	11	12	350211
R3623000000012007070032	1	111	2212	507	26	2108	553	36	2302	6	S0104	207	11	19	623022
R3623000000012007070043	1	116	2402	404	16	2311	553	42	2122	5	L0699	190	11	16	371301
R3623020000002007030001	1	120	6290	502	26	799	601	81	2302	6	A0199	100	11	15	440222
R3623020000002007030002	1	101	5717	573	20	2234	564	40	2112	2	K0799	208	11	19	422828
R3623020000002007030003	1	109	7106	559	23	1880	571	4	2105	5	K0620	301	11	19	430000
R3623020000002007030004	1	102	5716	560	66	1782	549	30	2202	3	X0016	204	11	19	340121
R3623020000002007040001	1	120	3406	590	31	2332	556	82	2125	6	A1301	313	11	12	532502
R3623020000002007040003	1	116	6419	557	63	2200	538	3	2300	1	B0502	205	11	15	510112
R3623020000002007040004	1	122	6108	536	20	1184	572	28	2209	2	U0110	202	11	16	131125
R3623020000002007040005	1	126	7106	547	10	1806	522	16	2405	3	I0101	208	11	15	211202
R3623020000002007040006	1	117	4390	290	60	2100	542	33	2105	1	J0205	302	11	16	620104
R3623020000002007040007	1	119	4404	568	43	1708	554	39	2208	3	Q0500	203	11	12	360302
R3623020000002007040008	1	125	1104	509	63	1501	548	18	2300	2	X0038	313	11	16	522400
R3623020000002007040009	1	109	3514	803	16	2222	508	26	2305	1	E0408	301	11	19	640121
R3623020000002007040010	1	107	4102	200	30	2201	573	47	2118	1	C0105	120	11	18	450881
R3623020000002007060016	1	101	4504	504	61	2406	548	42	2102	5	W0056	299	11	17	450300
R3623020000002007070001	1	124	3481	553	46	2385	530	5	2400	6	W0112	313	11	19	370102
R3623020000002007070002	1	106	6107	568	52	2104	559	28	2106	6	K0704	311	11	18	622824
R3623020000002007090004	1	117	6304	121	32	1300	543	48	2103	4	C0235	302	11	15	653001
R3622040000002008010038	1	102	5115	290	30	2384	506	14	2304	1	M0403	201	11	15	340223
R3622040000002008010042	1	113	5108	120	67	1401	534	6	2120	1	K0200	190	11	16	510301
R3622040000002008010063	1	125	3504	569	12	2287	555	36	2123	5	B1300	205	11	14	440506
R3622040000002008010067	1	114	2309	490	16	2322	559	47	2309	3	P0499	206	11	11	220400
R3622040000002008010071	1	107	5900	202	66	1502	506	46	2304	2	X0055	204	11	15	632321
R3622040000002008010074	1	127	4904	525	62	2208	528	27	2402	2	A0109	208	11	14	360726
R3622040000002008010076	1	113	6438	405	72	1804	559	14	2104	2	E0304	201	11	16	610727
R3622040000002008010078	1	112	6101	201	66	1305	526	34	2104	1	Y0037	120	11	12	533122
R3622040000002008010083	1	122	5202	405	63	2385	506	42	2303	5	N0303	203	11	13	320502
R3622040000002008010084	1	106	1302	545	10	799	545	42	2201	3	C0400	190	11	14	430800
R3622040000002008010085	1	105	4607	566	23	1410	538	46	2108	3	A0802	206	11	15	513422
R3622040000002008010086	1	112	4112	201	31	1701	520	5	2108	4	W0890	301	11	11	632322
R3622040000002008010087	1	127	5510	512	13	2107	544	1	2406	1	C0218	311	11	13	500000
R3622040000002008010088	1	109	3100	562	45	2334	565	48	2300	3	C0500	208	11	15	622926
R3622040000002008010092	1	127	6516	305	24	1105	516	12	2309	4	K0599	201	11	19	330304
R3622040000002008010102	1	125	4506	203	60	1803	566	37	2126	5	O9900	201	11	12	430904
R3622040000002008010105	1	116	6490	100	42	1806	514	15	2114	3	A1706	205	11	13	430581
R3622040000002008010106	1	123	6105	568	66	1400	601	23	2402	1	E0208	204	11	16	230422
R3622040000002008010107	1	112	4206	573	61	599	518	19	2103	5	K0800	312	11	14	360300
R3622040000002008010110	1	109	4200	502	25	2211	538	17	2406	4	O0299	205	11	19	120109
R3622040000002008010111	1	103	5408	550	68	2112	510	81	2126	2	U0280	313	11	12	513921
R3622040000002008010112	1	103	3390	402	46	1503	553	11	2213	5	Q0300	200	11	18	610422
R3622040000002008010114	1	117	6202	554	20	2319	501	51	2112	4	W0752	301	11	12	321281
R3622040000002008010116	1	107	4513	130	60	2280	539	29	2404	3	O0303	312	11	17	340601
R3622040000002008010117	1	123	5311	559	15	2332	552	33	2109	5	X0021	190	11	17	610302
R3622040000002008010119	1	125	4512	568	47	799	521	21	2202	2	S0109	200	11	15	420581
R3622040000002008010121	1	112	4690	528	52	2200	553	19	2205	4	H0106	311	11	12	362321
R3622040000002008010124	1	106	6102	536	51	2380	528	29	2125	6	F0203	190	11	11	130631
R3622040000002008010128	1	121	4000	549	27	1103	509	45	2120	4	J0205	203	11	13	522322
R3622040000002008010130	1	111	1112	812	25	383	572	8	2107	1	Q0800	209	11	18	440282
R3622040000002008010131	1	110	5404	554	27	380	502	49	2212	4	P0599	203	11	19	420150
R3622040000002008010132	1	127	6436	520	26	1705	540	40	2402	2	F0101	110	11	17	370201
R3622040000002008010134	1	121	5312	808	43	2234	541	37	2206	4	C0601	312	11	15	510727
R3622040000002008010135	1	123	6533	568	72	2309	544	24	2202	2	G0204	204	11	19	362532
R3622040000002008010137	1	122	5109	558	62	2203	564	9	2112	2	A0501	203	11	17	610630
R3622040000002008010138	1	118	7110	122	22	1781	542	49	2103	6	I1300	300	11	18	210604
R3622040000002008010139	1	120	7102	801	44	140	533	19	2104	1	A1604	100	11	17	220705
R3622040000002008010141	1	109	5408	571	41	2104	535	40	2211	6	E0160	200	11	19	420205
R3622040000002008010143	1	114	5310	802	25	2287	505	41	2114	3	Q0109	206	11	19	452223
R3622040000002008010144	1	117	6409	517	61	1182	557	28	2121	6	I0104	299	11	14	622621
R3622040000002008010145	1	120	6409	124	45	2499	518	20	2306	1	S0110	313	11	19	530124
R3622040000002008010148	1	112	6427	290	14	1403	510	21	2103	1	Q0500	200	11	19	230182
R3622040000002008010149	1	108	4205	400	43	2324	560	43	2125	6	W0356	209	11	15	430524
R3622040000002008010151	1	101	4101	532	47	2205	549	27	2111	4	A1501	301	11	16	640301
R3622040000002008010152	1	118	1380	557	24	2204	542	17	2406	4	Q0801	209	11	16	150201
R3622040000002008010153	1	126	5390	553	24	1800	570	36	2208	3	Q0110	100	11	13	140226
R3622040000002008010154	1	122	6430	521	43	2319	540	37	2202	3	X0085	120	11	13	450211
R3622040000002008010155	1	104	3300	552	45	1308	515	26	2100	6	I0100	110	11	16	450107
R3622040000002008010157	1	117	1106	507	30	1705	556	27	2122	2	F0402	203	11	11	131026
R3622040000002008010158	1	116	1113	805	46	1101	527	7	2206	6	J0106	208	11	15	542525
R3622040000002008010160	1	123	2120	301	42	2114	502	48	2305	5	M0106	203	11	11	371525
R3622040000002008010161	1	108	6204	538	64	1308	531	31	2105	5	C0226	208	11	12	230221
R3622040000002008010162	1	108	6435	405	23	2317	549	46	2304	3	C0299	311	11	16	640204
R3622040000002008010163	1	117	7205	120	30	1104	554	21	2106	6	B0905	203	11	11	362433
R3622040000002008010165	1	118	4102	548	65	2325	509	2	2203	2	C0303	203	11	17	152921
R3622040000002008010166	1	115	3502	558	66	1601	545	25	2402	6	X0074	209	11	14	440183
R3622040000002008010167	1	105	4101	546	42	2400	539	32	2112	2	W0810	201	11	12	640322
R3622040000002008010168	1	109	5706	530	51	2402	510	51	2112	5	U0420	201	11	14	330782
R3622040000002008010169	1	110	1107	519	11	1783	551	82	2110	5	X0044	208	11	11	522631
R3622040000002008010170	1	104	7108	561	50	1408	574	30	2308	1	M0103	201	11	14	362422
R3622040000002008010171	1	108	1106	562	25	2112	602	14	2301	4	E0110	110	11	18	610422
R3622040000002008010172	1	119	5306	521	13	310	554	47	2100	5	U0340	302	11	19	430722
R3622040000002008010173	1	103	6435	522	52	2230	559	25	2113	6	W0050	300	11	11	220723
R3622040000002008010174	1	122	5612	530	72	2110	602	51	2106	2	B0204	110	11	12	140427
R3622040000002008010175	1	113	5686	573	48	2322	553	23	2114	1	K0199	120	11	17	370611
R3622040000002008010176	1	104	5183	501	66	1699	529	81	2116	5	Q9900	207	11	17	211013
R3622040000002008010177	1	102	5613	559	16	1805	525	47	2304	4	B1399	302	11	17	622629
R3622040000002008010178	1	113	3406	518	51	2109	516	51	2211	3	A1001	206	11	18	663300
R3622040000002008010179	1	124	5380	562	69	1680	513	22	2200	6	Y0022	208	11	16	662121
R3622040000002008010180	1	117	7483	559	66	2210	530	51	2117	6	I1301	311	11	12	411613
R3622040000002008010181	1	119	5319	300	27	2335	548	36	2400	2	C0602	208	11	19	140201
R3622040000002008010182	1	113	8900	546	14	1299	553	28	2104	3	H0799	202	11	15	513122
R3622040000002008010183	1	121	7488	519	11	2285	540	45	2301	4	D0200	120	11	13	220401
R3622040000002008010184	1	115	5609	802	12	1704	545	23	2106	1	G0200	201	11	19	662200
R3622040000002008010185	1	109	5501	202	52	2216	507	50	2103	5	G0399	202	11	13	430103
R3622040000002008010186	1	125	6502	504	61	1603	532	7	2306	1	Q0701	311	11	12	130421
R3622040000002008010187	1	118	4402	120	12	1180	569	23	2113	3	A0502	313	11	16	530325
R3622040000002008010188	1	105	3480	544	26	1805	555	45	2202	5	G0402	205	11	17	220522
R3622040000002008010189	1	107	3406	552	24	1880	571	6	2400	2	P0500	300	11	16	610404
R3622040000002008010190	1	123	6515	531	44	2219	559	6	2126	3	Q0103	190	11	14	142716
R3622040000002008030003	1	109	6108	405	31	1108	508	27	2305	6	A1506	311	11	15	620321
R3622040000002008060004	1	125	3500	305	25	2209	527	1	2124	1	L0530	204	11	18	362229
R3622040000002008080003	1	104	2203	512	64	2228	527	16	2124	5	C0607	205	11	19	500382
R3622040000002008080006	1	121	1113	518	45	383	523	41	2102	1	C0109	202	11	17	510724
R3622260000002007080028	1	125	2211	565	24	1306	566	31	2209	3	C0104	202	11	12	341625
R3622260000002007080035	1	122	2300	100	28	1702	533	80	2109	6	B1200	200	11	16	372930
R3622260000002007080045	1	119	1300	530	47	2102	508	39	2100	1	A0699	200	11	18	130981
R3622260000002007080047	1	109	5316	800	64	1800	558	21	2124	4	E0201	300	11	18	150426
R3622260000002007080070	1	102	4490	557	69	2333	507	12	2401	2	A0100	202	11	14	654300
R3622260000002007080071	1	115	6522	516	60	381	564	80	2116	6	L0705	203	11	17	370214
R3622260000002007090002	1	116	4512	552	45	2101	534	49	2406	1	H0104	201	11	11	440204
R3622260000002007090003	1	122	3521	562	71	2218	560	7	2206	1	P0402	302	11	17	362424
R3622260000002007090006	1	115	5115	508	42	2106	570	24	2300	3	C0235	200	11	14	522701
R3622260000002007090012	1	101	4911	507	64	1103	556	14	2204	3	I1299	300	11	12	360702
R3622260000002007090028	1	106	4512	808	10	2399	518	25	2208	2	Q0504	302	11	18	130582
R3622260000002007090030	1	122	2490	558	51	1399	534	21	2113	3	A1200	202	11	19	330109
R3622260000002007090039	1	111	4902	573	60	1503	530	41	2121	3	P0406	120	11	15	542422
R3622260000002007090040	1	126	2305	568	69	2335	601	10	2208	6	B0499	120	11	15	411422
R3622260000002007090041	1	113	6434	505	26	2227	525	17	2210	1	L0703	311	11	17	622102
R3622260000002007090042	1	124	3522	530	21	2208	516	7	2118	1	K0100	299	11	14	410223
R3622260000002007090043	1	127	4202	401	65	1399	503	37	2105	1	H0999	203	11	15	530322
R3622260000002007090044	1	111	5311	566	64	1403	553	44	2202	2	C0612	302	11	11	211122
R3622260000002007090045	1	118	5715	563	50	2224	539	24	2120	4	K1003	203	11	14	310106
R3622260000002007090046	1	125	7307	100	73	2301	572	6	2117	2	J0102	202	11	17	530111
R3622260000002007090047	1	123	3503	809	69	2301	536	41	2212	6	U0210	313	11	14	513001
R3622260000002007090048	1	108	2309	121	20	2224	561	27	2104	2	X0071	301	11	16	653222
R3622260000002007090049	1	113	5203	522	43	2299	531	14	2122	1	A1795	204	11	11	622101
R3622260000002007090050	1	102	4290	557	12	1100	511	26	2309	2	V0110	302	11	17	440303
R3622260000002007090051	1	114	5503	573	21	2499	514	9	2212	2	C0607	205	11	18	500225
R3622260000002007090052	1	112	2105	201	60	1184	518	7	2116	1	D0221	120	11	18	320601
R3622260000002007090053	1	112	3304	204	23	130	509	32	2406	2	L0703	312	11	12	410601
R3622260000002007090055	1	120	5406	560	44	1305	543	31	2125	1	X0063	200	11	18	430902
R3622260000002007090057	1	116	5616	525	32	1704	522	50	2111	3	A0899	203	11	13	350581
R3622260000002007090067	1	108	3502	400	68	2318	568	44	2117	5	P0205	204	11	12	440222
R3622260000002007090069	1	102	1000	568	47	2308	505	22	2211	6	W0408	204	11	15	140202
R3622260000002007090074	1	120	2103	801	43	2310	558	18	2309	6	Y0059	190	11	13	632723
R3622260000002007090075	1	114	5686	121	41	1411	557	43	2108	1	R0299	301	11	13	460034
R3622260000002007090077	1	121	6102	806	46	2402	553	43	2208	3	Q0103	300	11	16	222405
R3622260000002007090078	1	119	2202	531	25	2286	533	6	2109	4	C0232	209	11	18	411403
R3622260000002007090079	1	107	2290	390	45	2105	520	24	2304	5	X0038	202	11	16	231101
R3622260000002007090081	1	120	5607	545	73	2324	523	24	2307	2	X0011	203	11	19	360281
R3622260000002007090083	1	110	6190	190	20	2318	574	8	2402	6	B1300	302	11	12	120113
R3622260000002007090084	1	123	2404	532	42	703	557	8	2126	4	A1601	205	11	14	421127
R3622260000002007090085	1	127	2115	805	67	100	539	81	2203	6	I0200	209	11	14	420803
R3622260000002007090086	1	126	6204	813	52	2100	574	17	2114	4	I9900	202	11	15	530524
R3622260000002007090087	1	121	5116	558	65	340	507	43	2404	4	U0220	302	11	15	371427
R3622260000002007090088	1	121	7111	120	11	2110	512	8	2405	1	R0399	201	11	11	330102
R3622260000002007090089	1	113	4513	549	63	100	554	19	2403	4	H0200	207	11	14	522423
R3622260000002007090090	1	121	4980	300	22	2330	524	17	2109	4	H9900	203	11	16	110104
R3622260000002007090091	1	116	6409	202	45	2105	534	39	2211	3	C0111	312	11	18	330227
R3622260000002007090092	1	127	4403	569	25	2213	522	10	2402	1	L0106	200	11	17	533223
R3622260000002007090093	1	125	3502	559	47	2109	533	25	2101	6	D0100	299	11	19	510403
R3622260000002007090094	1	113	1108	530	67	2230	511	25	2113	5	L0104	205	11	15	522635
R3622260000002007090095	1	113	6430	512	31	2230	535	14	2100	4	H0104	100	11	15	450481
R3622260000002007090096	1	106	6409	110	13	1500	554	43	2302	5	P0204	312	11	14	341821
R3622260000002007090097	1	124	4105	514	73	1405	563	24	2204	5	X0053	302	11	12	411121
R3622260000002007090098	1	121	2100	531	69	2399	535	18	2102	2	C0300	204	11	15	360426
R3622260000002007090099	1	109	6202	560	46	2303	547	82	2308	2	I1100	201	11	16	140223
R3622260000002007090100	1	110	2307	540	12	2301	523	35	2208	1	C0608	206	11	16	320400
R3622260000002007090101	1	115	6440	514	47	2207	516	6	2200	4	W0170	204	11	19	130423
R3622260000002007090102	1	108	2213	810	25	2212	570	5	2100	4	A0700	302	11	16	530528
R3622260000002007090103	1	111	4202	567	26	1899	529	24	2306	5	G0201	299	11	19	513331
R3622260000002007090104	1	114	5390	200	12	1800	548	49	2301	1	M0106	209	11	13	360721
R3622260000002007090105	1	113	1108	516	73	2115	570	43	2100	2	W0250	190	11	14	110226
R3622260000002007090106	1	108	6516	124	15	2106	513	3	2402	4	S0105	203	11	14	130821
R3622260000002007090107	1	111	2203	554	71	1704	564	44	2111	2	I1499	190	11	16	460034
R3622260000002007090108	1	107	5107	124	61	2107	573	47	2210	5	Q0110	100	11	12	532501
R3622260000002007090109	1	122	6418	122	71	300	538	80	2207	5	Y0037	311	11	15	371301
R3622260000002007090110	1	127	5615	567	62	2221	509	35	2108	5	C0307	205	11	17	362202
R3622260000002007110001	1	102	6511	560	21	2221	564	8	2118	6	B0207	299	11	17	142714
R3622260000002007110002	1	105	5306	303	43	2214	552	21	2123	5	N0209	120	11	11	320100
R3622260000002007110003	1	127	6403	510	14	1699	554	44	2118	5	A0101	100	11	16	460201
R3622260000002007110004	1	126	5181	568	65	2223	562	35	2118	6	V0133	208	11	11	211013
R3622260000002007110005	1	121	6413	522	51	2216	537	23	2119	5	J0299	208	11	11	220304
R3622260000002007110007	1	101	6104	400	47	1300	517	12	2200	3	R0208	200	11	11	430781
R3622260000002007110008	1	110	4506	490	14	2110	518	81	2125	3	H0999	301	11	12	421124
R3622260000002007110009	1	101	7203	100	51	2180	564	49	2104	1	W0036	100	11	19	632322
R3622260000002007110010	1	121	5183	405	72	2329	551	24	2119	5	L0550	312	11	16	522428
R3622260000002007110011	1	104	4511	300	21	1183	518	7	2406	4	A1791	100	11	14	352230
R3622260000002007110013	1	124	2407	123	24	2287	516	23	2120	1	C0599	300	11	12	652122
R3622260000002007110014	1	115	5501	523	52	1400	503	16	2110	1	C0101	205	11	11	513722
R3622260000002007110015	1	117	5615	512	63	2321	537	32	2200	5	G0104	312	11	11	533324
R3623210000002007080269	1	104	3302	524	52	2101	537	1	2203	2	Q0701	312	11	11	410403
R3623210000002007080270	1	103	3210	519	15	1402	542	26	2113	1	X0051	190	11	14	411627
R3623210000002007080271	1	116	3513	534	69	1103	555	20	2104	6	N0302	203	11	13	330185
R3623210000002007080272	1	123	5304	203	68	2284	561	46	2406	4	C0308	120	11	16	330106
R3623210000002007080273	1	104	6410	401	11	2287	543	23	2116	3	E0408	201	11	12	370883
R3623210000002007080274	1	113	5685	518	13	704	544	6	2307	5	A0104	312	11	17	450332
R3623210000002007080275	1	114	3280	390	24	2111	544	6	2300	2	U0199	208	11	16	150628
R3623210000002007080276	1	116	3490	506	22	2103	519	4	2213	5	C0237	110	11	13	140600
R3623210000002007080277	1	121	7302	553	23	2299	546	29	2404	6	G0305	301	11	13	131001
R3623210000002007080278	1	111	1102	402	52	2312	532	3	2112	2	A0107	209	11	18	422800
R3623210000002007080279	1	116	5107	509	24	2112	562	80	2403	3	B0210	299	11	15	341881
R3623210000002007080280	1	116	5310	500	68	1402	522	21	2207	4	B0499	208	11	11	360503
R3623210000002007080281	1	114	5380	565	27	704	567	12	2122	2	Q0600	201	11	12	131003
R3623210000002007080282	1	113	5718	121	30	2406	524	5	2201	2	A0403	120	11	17	220106
R3623210000002007080283	1	101	4604	548	10	1705	559	15	2200	6	W0810	311	11	11	532801
R3623210000002007080284	1	105	4901	805	61	100	531	80	2206	3	P0404	100	11	14	433127
R3623210000002007080285	1	102	5117	528	14	1499	568	22	2206	3	K0830	120	11	19	341001
R3623210000002007080286	1	112	2206	401	15	2299	501	12	2117	3	A1606	110	11	18	131124
R3623210000002007080287	1	122	2117	543	41	1405	558	32	2116	5	D0240	202	11	14	320706
R3623210000002007080288	1	117	6516	130	32	2113	513	39	2110	5	D9900	299	11	17	152523
R3623210000002007080289	1	117	4302	303	14	2481	502	3	2302	2	P0202	205	11	16	510106
R3623210000002007080290	1	119	5323	517	28	2332	523	40	2403	2	S9900	202	11	13	372924
R3623210000002007080291	1	126	4114	539	69	1106	557	21	2303	2	F0299	202	11	19	130732
R3623210000002007080292	1	117	5616	301	22	2285	509	29	2206	4	G0499	301	11	19	622924
R3623210000002007080293	1	125	5113	536	70	1604	548	35	2124	3	W0100	206	11	11	130204
R3623210000002007080294	1	107	4280	516	44	2405	567	9	2405	6	W0068	190	11	18	510511
R3623210000002007080295	1	108	5112	566	11	1311	573	36	2209	6	Y0002	110	11	18	150582
R3623210000002007080296	1	115	3303	404	72	2100	570	5	2202	2	X0081	312	11	17	140222
R3623210000002007080297	1	111	4690	545	48	1103	535	26	2210	5	C0203	206	11	19	340811
R3623210000002007080298	1	120	3520	543	44	702	530	80	2120	5	C0605	204	11	17	220221
R3623210000002007080299	1	108	5324	204	48	1704	524	14	2103	3	L0203	100	11	13	140411
R3623210000002007080300	1	106	3400	506	21	1301	555	2	2120	3	W0446	190	11	13	513801
R3623210000002007080301	1	116	4180	564	31	300	544	15	2109	3	S0111	110	11	19	510683
R3623210000002007080302	1	126	7111	539	25	2212	521	30	2403	6	H1004	206	11	11	370704
R3623210000002007080304	1	103	4602	515	72	2219	504	26	2126	1	E0160	302	11	18	321027
R3623210000002007080305	1	117	3305	803	15	2218	547	34	2404	1	Q0101	205	11	12	140000
R3623210000002007080306	1	110	6435	569	15	382	550	7	2107	5	K1000	302	11	11	513224
R3623210000002007080307	1	119	4604	536	22	2101	535	4	2206	1	B0499	313	11	12	420000
R3623210000002007080308	1	119	5404	120	10	2331	524	31	2107	6	X0067	311	11	18	372930
R3623210000002007090001	1	107	7200	800	27	320	515	10	2207	1	K0299	302	11	12	341825
R3623210000002007090002	1	101	7405	547	52	1399	511	7	2213	6	H0599	190	11	17	431000
R3623210000002007090003	1	102	4500	552	60	1704	573	50	2104	2	C0209	301	11	11	411025
R3623210000002007090004	1	123	3305	512	70	1408	517	44	2109	1	A0599	202	11	19	350801
R3623210000002007090005	1	124	5407	805	14	2205	567	17	2204	3	R0208	203	11	15	530326
R3623210000002007090006	1	108	5708	305	13	1604	537	33	2106	4	X0065	120	11	16	360281
R3623210000002007090007	1	102	5403	200	24	2181	564	10	2400	1	A1704	302	11	13	220100
R3623210000002007090008	1	120	7100	556	45	2383	574	14	2125	4	X0048	301	11	13	653122
R3623210000002007090009	1	111	5316	527	50	2100	530	44	2100	4	K0300	204	11	19	142322
R3623210000002007090010	1	106	4901	490	12	1703	526	36	2205	6	F0410	200	11	13	530523
R3623210000002007090011	1	104	4600	404	71	1708	552	28	2203	3	M0503	207	11	17	142634
R3623210000002007090013	1	114	5510	544	16	1782	538	27	2400	2	H1102	110	11	13	440603
R3623210000002007090014	1	120	6420	521	47	2312	502	80	2406	2	W0952	120	11	17	511622
R3623210000002007090015	1	108	7290	301	68	2406	522	37	2119	6	Q0500	100	11	13	220623
R3623210000002007090016	1	118	5313	537	14	2106	572	6	2115	4	J0200	302	11	11	440281
R3623210000002007090017	1	101	4201	801	60	1804	549	43	2113	5	S0299	208	11	14	510900
R3623210000002007080107	1	122	6415	522	24	2311	524	4	2126	3	B0905	301	11	19	411024
R3623210000002007080108	1	120	2115	532	45	2209	517	16	2126	5	C0214	301	11	17	654323
R3623210000002007080109	1	127	5602	533	11	1101	554	40	2200	3	G0599	209	11	15	130635
R3623210000002007080110	1	110	7301	527	51	2211	570	28	2400	4	X0055	201	11	17	430900
R3623210000002007080111	1	102	2209	405	64	2404	547	27	2202	6	J0301	313	11	19	341300
R3623210000002007080112	1	116	1309	537	71	1200	560	6	2119	1	F0101	120	11	19	230803
R3623210000002007080114	1	119	3600	544	20	2317	573	15	2119	1	B0301	100	11	15	330523
R3623210000002007080115	1	109	4511	100	20	2405	507	45	2301	5	F0601	204	11	19	230201
R3623210000002007080116	1	110	2405	100	51	2333	510	37	2211	3	C0310	300	11	15	430122
R3623210000002007080117	1	111	2202	405	43	1299	509	28	2103	3	X0087	313	11	16	142615
R3623210000002007080118	1	104	5312	513	21	1105	521	82	2401	2	P0403	100	11	15	130822
R3623210000002007080119	1	109	5101	559	28	1302	505	12	2401	3	X0021	311	11	12	331126
R3623210000002007080120	1	122	5404	558	10	2227	505	47	2206	3	Q0303	302	11	13	370401
R3623210000002007080121	1	103	6203	534	44	2207	521	23	2207	1	C0214	207	11	11	130183
R3623210000002007080122	1	124	5305	529	70	2324	557	50	2401	5	W0642	208	11	17	210423
R3623210000002007080123	1	105	1106	563	26	2316	559	22	2103	2	E0411	312	11	15	341622
R3623210000002007080124	1	118	6200	121	46	2209	528	28	2119	3	R0300	208	11	13	452132
R3623210000002007080125	1	121	4107	547	63	1409	516	50	2307	6	X0055	120	11	13	530423
R3623210000002007080126	1	120	1101	503	43	2107	573	26	2119	2	A1605	203	11	19	520202
R3623210000002007080127	1	101	2190	812	47	703	504	45	2126	4	W0180	100	11	13	511621
R3623210000002007080128	1	126	4300	513	27	1681	561	46	2404	5	A1600	203	11	17	150400
R3623210000002007080129	1	115	5312	533	26	1502	569	24	2102	6	X0038	209	11	16	513001
R3623210000002007080130	1	113	5390	490	41	1502	564	35	2207	6	C0205	190	11	18	341500
R3623210000002007080131	1	118	6201	553	48	2212	527	42	2306	5	I0103	206	11	17	430223
R3623210000002007080132	1	106	1114	200	66	1701	507	22	2100	6	Y0041	190	11	13	460087
R3623210000002007080133	1	105	4511	546	72	2223	510	35	2207	2	G0402	209	11	12	640381
R3623210000002007080134	1	124	7201	120	44	2328	556	23	2114	2	L0401	209	11	14	522729
R3623210000002007080135	1	111	7487	506	63	2301	531	43	2122	4	B0900	311	11	19	542222
R3623210000002007080136	1	112	3611	562	23	130	532	29	2304	5	L0499	311	11	13	520122
R3623210000002007080137	1	105	7486	561	12	1104	573	20	2102	5	H1599	301	11	11	511304
R3623210000002007080138	1	125	7488	512	25	130	515	27	2115	6	B0903	207	11	14	330110
